"REF_DATE","GEO","DGUID","Violations and calls for service","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497845","16.32.1","7","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497846","16.33.1","","..","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497847","17.1.1","6994","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497848","17.2.1","4268","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497849","17.3.1","2130","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497850","17.4.1","596","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497851","17.5.1","539","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497852","17.6.1","341","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497853","17.7.1","125","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497854","17.8.1","73","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497855","17.9.1","252","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497856","17.10.1","1147","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497857","17.11.1","798","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497858","17.12.1","236","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497859","17.13.1","113","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497860","17.14.1","231","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497861","17.15.1","12","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497862","17.16.1","19","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497863","17.17.1","3718","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497864","17.18.1","2034","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497865","17.19.1","1684","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840079","17.34.1","0","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497866","17.20.1","1896","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497867","17.21.1","2261","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497868","17.22.1","3527","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497869","17.23.1","2619","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497870","17.24.1","2885","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497871","17.25.1","1186","","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497872","17.26.1","","..","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497873","17.27.1","","..","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497874","17.28.1","","..","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497875","17.29.1","","..","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497876","17.30.1","","..","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497877","17.31.1","","..","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497878","17.32.1","","..","","","0"
"2020-03","Royal Canadian Mounted Police [99C01]","99C01","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497879","17.33.1","","..","","","0"
"2020-04","Total, Selected police services","","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1267112443","20.1.1","12829","","","","0"
"2020-04","Total, Selected police services","","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1267112444","20.2.1","7248","","","","0"
"2020-04","Total, Selected police services","","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1267112445","20.3.1","4019","","","","0"
"2020-04","Total, Selected police services","","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1267112446","20.4.1","1562","","","","0"
"2020-04","Total, Selected police services","","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1267112447","20.5.1","1032","","","","0"
"2020-04","Total, Selected police services","","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1267112448","20.6.1","639","","","","0"
"2020-04","Total, Selected police services","","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1267112449","20.7.1","247","","","","0"
"2020-04","Total, Selected police services","","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1267112450","20.8.1","146","","","","0"
"2020-04","Total, Selected police services","","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1267112451","20.9.1","547","","","","0"
"2020-04","Total, Selected police services","","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1267112452","20.10.1","3022","","","","0"
"2020-04","Total, Selected police services","","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1267112453","20.11.1","1817","","","","0"
"2020-04","Total, Selected police services","","Uttering threats by family","Actual incidents","Number","223","units","0","v1267112454","20.12.1","479","","","","0"
"2020-04","Total, Selected police services","","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1267112455","20.13.1","726","","","","0"
"2020-04","Total, Selected police services","","Total robbery [160]","Actual incidents","Number","223","units","0","v1267112456","20.14.1","859","","","","0"
"2020-04","Total, Selected police services","","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1267112457","20.15.1","33","","","","0"
"2020-04","Total, Selected police services","","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1267112458","20.16.1","25","","","","0"
"2020-04","Total, Selected police services","","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1267112459","20.17.1","9446","","","","0"
"2020-04","Total, Selected police services","","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1267112460","20.18.1","5957","","","","0"
"2020-04","Total, Selected police services","","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1267112461","20.19.1","3439","","","","0"
"2020-04","Total, Selected police services","","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1267112476","20.34.1","50","","","","0"
"2020-04","Total, Selected police services","","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1267112462","20.20.1","5120","","","","0"
"2020-04","Total, Selected police services","","Shoplifting [213]","Actual incidents","Number","223","units","0","v1267112463","20.21.1","3499","","","","0"
"2020-04","Total, Selected police services","","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1267112464","20.22.1","8218","","","","0"
"2020-04","Total, Selected police services","","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1267112465","20.23.1","5898","","","","0"
"2020-04","Total, Selected police services","","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1267112466","20.24.1","3717","","","","0"
"2020-04","Total, Selected police services","","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1267112467","20.25.1","4734","","","","0"
"2020-04","Total, Selected police services","","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1267112468","20.26.1","10160","","","","0"
"2020-04","Total, Selected police services","","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1267112469","20.27.1","2647","","","","0"
"2020-04","Total, Selected police services","","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1267112470","20.28.1","3524","","","","0"
